School,Sex,Age,Area Type,Family Size,Parents Cohabitation,Mother's Education,Father's Education,Mother's Job,Fathers's Job,Reason,Guardian,Study Time,Failed,Extra School Support,Extra Paid Courses,Extra Activities,Attended Nursery School,Wants Higher Education,Internet Access,In a Romantic Relation,Family Relation,Free Time,Go Out,Workday Alcohol Consumption,Weekly Alcohol Consumption,Health Status,# of Class Absent
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Primary,Secondary,At Home,Other,Other,Father,Less than 2 hours,0,no,no,no,yes,no,yes,yes,Good,Normal,Normal,Very Low,Normal,Very High,11
Mousinho da Silveira,Female,16,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Good,High,High,Very Low,Very Low,Very High,0
Mousinho da Silveira,Female,15,Rural,More than 3,Together,Primary,Primary,At Home,Services,Other,Mother,Less than 2 hours,1,no,no,no,yes,yes,no,yes,Good,Very Low,Normal,Very Low,Very Low,Low,6
Mousinho da Silveira,Female,15,Rural,More than 3,Together,Secondary,Secondary,At Home,Other,Course Preference,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Excellent,High,High,Low,Normal,Very High,4
Mousinho da Silveira,Female,16,Rural,More than 3,Together,5th to 9th grade,Secondary,At Home,Services,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,no,no,Good,Very High,Low,Very Low,Low,Very High,0
Mousinho da Silveira,Female,15,Rural,Less or Equal to 3,Together,5th to 9th grade,Primary,At Home,Other,Close to Home,Mother,Less than 2 hours,0,no,no,no,yes,no,no,no,Very Bad,Normal,High,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Male,16,Rural,Less or Equal to 3,Apart,Higher,Higher,At Home,Other,Close to Home,Mother,2 to 5 hours,0,no,no,no,yes,yes,no,no,Excellent,Normal,Low,Very Low,Normal,Low,5
Mousinho da Silveira,Male,16,Urban,More than 3,Apart,Primary,5th to 9th grade,other,Other,Other,Mother,5 to 10 hours,0,yes,no,no,yes,yes,yes,no,Good,High,Normal,Very Low,Very Low,Very High,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,Secondary,5th to 9th grade,At Home,Other,Course Preference,Father,2 to 5 hours,1,no,no,no,yes,yes,no,yes,Good,Very High,High,Very Low,Low,Very High,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,Primary,Primary,other,Other,Other,Father,Less than 2 hours,1,no,no,no,no,no,yes,no,Excellent,High,High,Low,Low,Very High,0
Mousinho da Silveira,Female,15,Rural,More than 3,Together,Higher,Higher,Teacher,Other,Course Preference,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,yes,Very Bad,Very High,Very Low,Normal,Very High,Very High,0
Mousinho da Silveira,Female,16,Urban,Less or Equal to 3,Apart,5th to 9th grade,5th to 9th grade,At Home,Other,School Reputation,Mother,More than 10 hours,0,no,no,yes,no,no,no,yes,Very Bad,Low,Very Low,Very Low,Very Low,Very Low,4
Mousinho da Silveira,Female,15,Rural,Less or Equal to 3,Together,Primary,Primary,At Home,Services,School Reputation,Father,2 to 5 hours,0,no,no,no,yes,yes,yes,no,Excellent,High,Normal,Very Low,Low,High,0
Mousinho da Silveira,Female,15,Rural,Less or Equal to 3,Together,Primary,Primary,other,Services,Course Preference,Mother,Less than 2 hours,1,no,no,no,yes,yes,yes,yes,Good,High,Normal,Very Low,Low,Low,4
Mousinho da Silveira,Female,16,Rural,More than 3,Together,None,5th to 9th grade,other,Other,Other,Mother,Less than 2 hours,0,no,no,yes,yes,yes,no,no,Normal,Low,Normal,Very Low,Low,Low,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,5th to 9th grade,Secondary,other,Other,Course Preference,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Excellent,Very High,Very High,Very Low,Normal,Normal,2
Mousinho da Silveira,Female,15,Rural,More than 3,Together,Secondary,Secondary,other,Services,Course Preference,Father,Less than 2 hours,0,no,no,no,no,yes,yes,no,Good,Very Low,Normal,Very Low,Very Low,High,0
Mousinho da Silveira,Male,16,Urban,More than 3,Together,Primary,Primary,At Home,Services,Close to Home,Mother,2 to 5 hours,0,no,no,yes,yes,yes,no,yes,Excellent,High,Very High,High,Very High,Normal,0
Mousinho da Silveira,Male,17,Urban,More than 3,Together,Primary,Primary,other,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,no,no,yes,yes,no,Good,High,Normal,Low,High,Very High,4
Mousinho da Silveira,Male,15,Rural,Less or Equal to 3,Together,Higher,Primary,Health,Services,School Reputation,Father,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Excellent,Normal,High,Very Low,Low,Low,0
Mousinho da Silveira,Male,15,Rural,Less or Equal to 3,Together,Higher,Primary,Health,Services,School Reputation,Father,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Excellent,Normal,High,Very Low,Low,Low,7
Mousinho da Silveira,Male,16,Rural,More than 3,Together,Secondary,Higher,other,Health,Other,Mother,2 to 5 hours,0,no,no,no,no,yes,no,no,Normal,High,Very High,Very Low,Low,Very High,4
Mousinho da Silveira,Male,15,Rural,More than 3,Together,Primary,Primary,other,Other,Course Preference,Mother,2 to 5 hours,0,no,no,yes,yes,yes,no,yes,Excellent,High,Very High,Low,High,High,8
Mousinho da Silveira,Male,15,Urban,Less or Equal to 3,Together,Secondary,Secondary,At Home,At Home,School Reputation,Father,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Excellent,Normal,Normal,Very Low,Very Low,Very High,0
Mousinho da Silveira,Male,17,Rural,More than 3,Together,5th to 9th grade,Primary,other,Other,Other,Mother,Less than 2 hours,0,no,no,yes,yes,no,no,yes,Excellent,Very High,Very High,Very High,Very High,Normal,8
Mousinho da Silveira,Female,16,Rural,More than 3,Together,Higher,Higher,Teacher,Teacher,Course Preference,Mother,5 to 10 hours,0,no,no,yes,yes,yes,yes,yes,Good,Low,Low,Very Low,Very Low,High,6
Mousinho da Silveira,Female,15,Rural,More than 3,Together,Primary,5th to 9th grade,other,Services,Course Preference,Mother,Less than 2 hours,0,no,no,no,yes,yes,no,no,Excellent,Very Low,Low,Very Low,Very Low,Very Low,3
Mousinho da Silveira,Female,16,Rural,More than 3,Together,5th to 9th grade,Secondary,other,Services,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,no,Good,Very High,High,Very Low,Low,Very Low,2
Mousinho da Silveira,Male,16,Rural,More than 3,Together,Primary,5th to 9th grade,other,Other,Course Preference,Father,2 to 5 hours,0,no,no,no,yes,yes,no,no,Good,Normal,Normal,Very Low,Very Low,Very High,0
Mousinho da Silveira,Female,16,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,no,Good,High,Very High,Very Low,Very Low,High,4
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Primary,5th to 9th grade,other,Services,Course Preference,Mother,5 to 10 hours,1,no,no,no,yes,yes,no,no,Very Bad,Normal,Low,Very Low,Low,High,0
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Primary,5th to 9th grade,other,Services,Course Preference,Mother,5 to 10 hours,1,no,no,no,yes,yes,no,no,Very Bad,Normal,Low,Very Low,Low,High,3
Mousinho da Silveira,Female,15,Urban,More than 3,Together,5th to 9th grade,Primary,At Home,Other,Close to Home,Mother,2 to 5 hours,0,yes,no,no,no,yes,yes,no,Good,High,Low,Normal,Normal,Low,0
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Primary,Primary,At Home,Other,Course Preference,Father,2 to 5 hours,0,no,no,no,no,yes,no,yes,Excellent,High,Normal,Low,Very Low,Low,0
Mousinho da Silveira,Male,17,Rural,Less or Equal to 3,Together,Primary,5th to 9th grade,At Home,Services,School Reputation,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Excellent,Very High,Very High,Very High,Very High,Normal,4
Mousinho da Silveira,Female,16,Rural,More than 3,Together,Primary,Primary,other,Other,Close to Home,Father,More than 10 hours,0,no,no,no,no,yes,yes,no,Good,Normal,Low,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Female,16,Rural,More than 3,Together,Primary,Primary,At Home,Other,Other,Father,5 to 10 hours,0,yes,no,no,yes,yes,no,no,Good,High,Normal,Very Low,Very Low,Very High,2
Mousinho da Silveira,Female,15,Rural,More than 3,Together,Primary,Primary,At Home,Other,Close to Home,Father,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Good,Normal,Normal,Very Low,Very Low,Low,1
Mousinho da Silveira,Female,16,Rural,More than 3,Together,Primary,Primary,At Home,Other,Other,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,yes,Good,Low,Low,High,Normal,Low,0
Mousinho da Silveira,Female,15,Rural,More than 3,Together,Primary,Primary,At Home,At Home,Course Preference,Father,2 to 5 hours,0,no,no,no,yes,yes,no,no,Good,Low,Very Low,Very Low,Low,Low,0
Mousinho da Silveira,Female,15,Rural,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Other,Father,5 to 10 hours,0,yes,no,no,yes,yes,no,no,Good,High,Normal,Low,Low,Very High,2
Mousinho da Silveira,Male,16,Rural,More than 3,Together,Primary,Primary,At Home,Other,Other,Father,Less than 2 hours,0,no,no,yes,yes,yes,no,no,Normal,High,High,Normal,High,Very High,6
Mousinho da Silveira,Female,18,Urban,More than 3,Together,Primary,5th to 9th grade,other,Other,Course Preference,Father,2 to 5 hours,1,no,no,yes,yes,yes,yes,yes,Normal,High,High,Low,Normal,Very High,9
Mousinho da Silveira,Male,15,Urban,More than 3,Together,Secondary,Primary,other,Services,Close to Home,Mother,Less than 2 hours,0,no,no,no,yes,yes,no,no,Normal,Low,Normal,Very Low,Normal,High,0
Mousinho da Silveira,Female,16,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Services,Course Preference,Father,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Excellent,Normal,High,Very Low,Very Low,Low,1
Mousinho da Silveira,Male,15,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,Health,Other,School Reputation,Mother,Less than 2 hours,0,no,no,no,yes,yes,no,no,Good,Normal,Normal,Very Low,Low,High,1
Mousinho da Silveira,Male,16,Urban,More than 3,Together,Higher,Higher,other,Teacher,Course Preference,Father,2 to 5 hours,0,no,no,yes,yes,yes,no,yes,Good,Normal,Very Low,Very Low,Very Low,Normal,0
Mousinho da Silveira,Female,15,Rural,More than 3,Together,Secondary,Secondary,Services,Other,School Reputation,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Good,Very High,High,Very Low,Very Low,Very Low,4
Mousinho da Silveira,Female,16,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,At Home,Other,Course Preference,Mother,2 to 5 hours,1,no,no,yes,no,yes,no,no,Good,High,High,Low,Normal,Very High,2
Mousinho da Silveira,Female,16,Rural,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Close to Home,Father,Less than 2 hours,0,no,no,yes,yes,yes,no,yes,Good,Normal,Low,Very Low,Very Low,High,0
Mousinho da Silveira,Male,16,Urban,Less or Equal to 3,Together,5th to 9th grade,Primary,At Home,Services,Course Preference,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Bad,High,Normal,Low,Normal,High,4
Mousinho da Silveira,Male,15,Rural,Less or Equal to 3,Together,Primary,Secondary,At Home,Other,School Reputation,Father,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Good,Low,High,Normal,Very High,Normal,2
Mousinho da Silveira,Female,15,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Services,Course Preference,Mother,5 to 10 hours,0,no,no,yes,yes,yes,no,no,Excellent,Normal,Low,Very Low,Very Low,High,0
Mousinho da Silveira,Female,16,Rural,Less or Equal to 3,Together,5th to 9th grade,Primary,other,Other,Close to Home,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,yes,Excellent,High,Normal,Very Low,Very Low,Very High,2
Mousinho da Silveira,Male,15,Urban,More than 3,Together,Secondary,Secondary,Services,Services,Course Preference,Father,Less than 2 hours,0,no,no,yes,no,yes,yes,no,Good,Normal,Normal,Low,High,Normal,11
Mousinho da Silveira,Female,16,Rural,More than 3,Together,Primary,Primary,At Home,Other,Course Preference,Father,2 to 5 hours,3,yes,no,no,yes,yes,no,no,Normal,High,Normal,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Female,17,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,At Home,Course Preference,Mother,Less than 2 hours,0,no,no,yes,yes,no,no,no,Good,Very High,Normal,Very Low,Very Low,Very High,4
Mousinho da Silveira,Female,19,Urban,More than 3,Together,5th to 9th grade,Secondary,At Home,Services,Course Preference,Other,Less than 2 hours,1,no,no,no,yes,no,yes,yes,Good,High,High,Very Low,Very Low,Low,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,5th to 9th grade,Primary,At Home,Other,Course Preference,Mother,Less than 2 hours,0,no,no,yes,yes,no,no,yes,Excellent,Very High,Normal,Very Low,Very Low,Normal,2
Mousinho da Silveira,Female,15,Rural,Less or Equal to 3,Together,Primary,Primary,At Home,Other,Course Preference,Mother,Less than 2 hours,0,no,no,no,yes,no,no,yes,Excellent,Low,Very Low,Very Low,Normal,High,0
Mousinho da Silveira,Female,16,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Father,2 to 5 hours,0,no,no,no,yes,no,yes,no,Normal,High,Very High,Very Low,Low,Very Low,1
Mousinho da Silveira,Female,16,Urban,Less or Equal to 3,Apart,5th to 9th grade,5th to 9th grade,other,Other,Close to Home,Mother,Less than 2 hours,0,no,no,no,yes,no,no,no,Good,Normal,High,Very Low,Low,Very Low,6
Mousinho da Silveira,Female,17,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,At Home,Other,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,no,Good,Normal,Very High,Very Low,Low,High,0
Mousinho da Silveira,Female,16,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Services,Course Preference,Father,Less than 2 hours,1,no,yes,yes,no,yes,yes,no,Good,High,Normal,Very Low,High,Normal,1
Mousinho da Silveira,Female,18,Rural,Less or Equal to 3,Apart,Secondary,5th to 9th grade,other,Other,Course Preference,Other,5 to 10 hours,2,no,no,no,no,no,no,yes,Normal,Normal,Low,Very Low,Very Low,Low,6
Mousinho da Silveira,Female,19,Urban,More than 3,Together,Primary,Primary,At Home,Services,Course Preference,Mother,5 to 10 hours,1,no,no,yes,yes,no,no,yes,Excellent,Normal,Very Low,Very Low,Very Low,Normal,6
Mousinho da Silveira,Male,18,Rural,More than 3,Together,Primary,Primary,other,Other,Close to Home,Mother,Less than 2 hours,1,no,no,yes,yes,no,yes,no,Good,High,Normal,Normal,High,High,0
Mousinho da Silveira,Female,18,Rural,More than 3,Together,Primary,Primary,At Home,At Home,Course Preference,Mother,Less than 2 hours,1,no,no,no,no,no,yes,yes,Normal,Low,Normal,Very Low,Very Low,Low,4
Mousinho da Silveira,Female,19,Urban,More than 3,Together,Primary,Primary,other,Other,Course Preference,Other,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,Very Bad,Very Low,High,High,Very Low,Very Low,12
Mousinho da Silveira,Female,16,Rural,More than 3,Apart,5th to 9th grade,5th to 9th grade,Health,Other,Course Preference,Mother,2 to 5 hours,0,no,no,no,no,yes,no,yes,Normal,Normal,Low,Very Low,Very Low,Normal,2
Mousinho da Silveira,Female,17,Urban,More than 3,Together,None,Primary,other,At Home,Course Preference,Father,Less than 2 hours,0,no,no,yes,no,yes,no,no,Bad,High,High,Normal,Very High,Very High,5
Mousinho da Silveira,Female,16,Rural,Less or Equal to 3,Together,Primary,5th to 9th grade,At Home,Other,Course Preference,Mother,2 to 5 hours,0,no,no,yes,yes,no,yes,no,Good,High,Very High,Very Low,Normal,Normal,0
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Secondary,Secondary,other,Other,School Reputation,Mother,Less than 2 hours,0,no,no,yes,yes,no,yes,yes,Good,Very High,High,Very Low,Very Low,High,0
Mousinho da Silveira,Female,16,Rural,Less or Equal to 3,Together,Primary,Primary,Services,Services,Close to Home,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,yes,Good,High,High,Low,Low,High,2
Mousinho da Silveira,Male,17,Urban,More than 3,Together,Secondary,Secondary,Services,At Home,Course Preference,Mother,More than 10 hours,1,no,yes,yes,yes,yes,no,no,Excellent,High,Very High,Normal,High,Very High,0
Mousinho da Silveira,Female,16,Urban,More than 3,Together,5th to 9th grade,Primary,other,Services,Course Preference,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Excellent,Normal,Normal,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Female,16,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,Services,Other,Course Preference,Mother,Less than 2 hours,0,no,yes,yes,yes,yes,no,yes,Good,Low,Very High,Very Low,Low,Very High,0
Mousinho da Silveira,Male,17,Urban,More than 3,Together,Primary,5th to 9th grade,other,Other,Course Preference,Father,Less than 2 hours,1,no,no,yes,yes,no,yes,yes,Excellent,Normal,Very High,Very High,Very High,Very Low,12
Mousinho da Silveira,Male,16,Urban,Less or Equal to 3,Together,Higher,Secondary,other,Other,Course Preference,Father,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Good,Low,Very High,Very Low,Very High,Very High,8
Mousinho da Silveira,Male,17,Rural,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,Services,Services,Other,Mother,More than 10 hours,1,no,no,no,yes,yes,no,no,Very Bad,Normal,Very High,Normal,Very High,Normal,2
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Primary,Primary,other,Other,Course Preference,Other,More than 10 hours,0,yes,no,yes,yes,yes,yes,no,Bad,Low,Very Low,Very Low,Very Low,Very High,0
Mousinho da Silveira,Female,19,Urban,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Close to Home,Mother,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,Excellent,High,Very High,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,Primary,Primary,At Home,Other,School Reputation,Mother,Less than 2 hours,0,no,no,yes,no,yes,yes,yes,Good,High,Very High,Very Low,Low,Very High,0
Mousinho da Silveira,Female,20,Urban,More than 3,Together,Secondary,Secondary,At Home,Services,Other,Mother,2 to 5 hours,1,no,no,yes,yes,yes,yes,yes,Normal,Normal,High,Low,High,Normal,8
Mousinho da Silveira,Female,17,Urban,Less or Equal to 3,Together,Primary,Primary,other,Services,Course Preference,Father,5 to 10 hours,0,no,no,no,yes,yes,no,yes,Good,Normal,Normal,Very Low,Very Low,Normal,0
Mousinho da Silveira,Male,17,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Mother,Less than 2 hours,1,no,no,no,no,yes,yes,no,Good,High,Very High,Very Low,Low,Very High,0
Mousinho da Silveira,Female,16,Rural,Less or Equal to 3,Together,Primary,Primary,At Home,Other,Course Preference,Father,2 to 5 hours,0,no,no,no,yes,yes,no,no,Excellent,Normal,Low,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,School Reputation,Mother,2 to 5 hours,0,no,no,yes,yes,yes,no,no,Excellent,Normal,Low,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Female,17,Urban,More than 3,Apart,Primary,None,other,Other,Other,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Good,High,Very High,Very Low,Very Low,High,1
Mousinho da Silveira,Female,18,Rural,More than 3,Together,Primary,Primary,At Home,Other,Other,Mother,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,Good,Normal,Low,Very Low,Very Low,Very High,9
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Secondary,Primary,other,Other,Course Preference,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Normal,Very Low,Normal,Very Low,Normal,Very Low,0
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Secondary,5th to 9th grade,Services,At Home,Course Preference,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Normal,Very Low,Normal,Very Low,High,Normal,2
Mousinho da Silveira,Female,18,Urban,Less or Equal to 3,Together,Primary,Primary,other,At Home,School Reputation,Mother,2 to 5 hours,0,yes,no,no,yes,yes,no,no,Bad,Normal,Very High,Very Low,High,Normal,8
Mousinho da Silveira,Female,16,Rural,More than 3,Together,Higher,Higher,Health,Teacher,School Reputation,Father,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,Good,Normal,Normal,Low,Normal,Low,0
Mousinho da Silveira,Female,16,Rural,Less or Equal to 3,Together,Primary,5th to 9th grade,other,Other,School Reputation,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Excellent,High,Very High,Very Low,High,Low,0
Mousinho da Silveira,Female,18,Urban,More than 3,Apart,5th to 9th grade,Higher,other,Services,School Reputation,Father,2 to 5 hours,1,no,no,no,yes,yes,yes,no,Bad,Normal,Low,Very Low,Normal,Very Low,8
Mousinho da Silveira,Male,16,Rural,More than 3,Together,5th to 9th grade,Primary,other,Services,School Reputation,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Excellent,Low,Very Low,Very Low,Very Low,Low,0
Mousinho da Silveira,Female,16,Urban,Less or Equal to 3,Together,Primary,Primary,At Home,Other,Other,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,no,Good,Normal,Low,Very Low,Normal,Very High,6
Mousinho da Silveira,Female,16,Rural,More than 3,Together,5th to 9th grade,Secondary,At Home,Services,Other,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Normal,Normal,Normal,Very Low,Very Low,Low,0
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Higher,Higher,Health,Health,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Good,Normal,High,Very Low,Low,Normal,4
Mousinho da Silveira,Male,18,Urban,Less or Equal to 3,Together,Higher,Higher,At Home,Health,Close to Home,Mother,More than 10 hours,0,no,no,yes,yes,no,yes,yes,Excellent,Very High,Very High,Very High,Very High,Very High,2
Mousinho da Silveira,Female,16,Rural,Less or Equal to 3,Together,Secondary,Higher,At Home,Other,Other,Mother,2 to 5 hours,0,no,no,no,no,yes,no,no,Good,Low,Very Low,Very Low,Very Low,Low,2
Mousinho da Silveira,Male,17,Urban,Less or Equal to 3,Together,Higher,Higher,other,Services,Close to Home,Mother,5 to 10 hours,0,no,no,no,yes,yes,yes,no,Good,High,Normal,Very Low,Low,Very High,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,Higher,Primary,other,Other,Other,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,yes,Good,Low,Normal,Very Low,Low,Very High,1
Mousinho da Silveira,Male,16,Urban,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,Services,Services,Other,Mother,5 to 10 hours,0,no,no,no,yes,yes,no,no,Excellent,Very Low,Normal,Low,Low,Normal,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,At Home,Other,Other,Mother,Less than 2 hours,0,no,yes,no,yes,yes,yes,no,Excellent,Very Low,Normal,Very Low,Low,Very High,5
Mousinho da Silveira,Female,16,Urban,Less or Equal to 3,Together,Higher,Higher,Services,Services,Other,Father,Less than 2 hours,0,no,no,no,yes,yes,no,no,Excellent,Very Low,Normal,Very Low,Low,Very High,1
Mousinho da Silveira,Male,17,Urban,More than 3,Together,Secondary,Secondary,Services,Services,Close to Home,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Good,Very Low,High,Very High,Very High,Normal,8
Mousinho da Silveira,Male,17,Urban,More than 3,Together,Primary,Primary,At Home,Services,Other,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Excellent,Very Low,Normal,Normal,Normal,Very Low,0
Mousinho da Silveira,Male,16,Urban,More than 3,Together,5th to 9th grade,Primary,Health,Services,Other,Mother,2 to 5 hours,0,no,no,no,no,yes,yes,yes,Good,Low,Low,Very Low,High,Very High,2
Mousinho da Silveira,Female,16,Urban,Less or Equal to 3,Together,5th to 9th grade,Primary,other,Services,Other,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Normal,Low,Low,Very Low,Very Low,Normal,0
Mousinho da Silveira,Male,16,Urban,Less or Equal to 3,Together,Higher,Higher,Teacher,Health,Other,Father,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Good,Very Low,Low,Low,Very High,Very High,0
Mousinho da Silveira,Male,15,Rural,More than 3,Together,Primary,5th to 9th grade,other,Services,Course Preference,Mother,2 to 5 hours,0,no,no,yes,yes,yes,no,no,Excellent,Very High,Very High,Very Low,Normal,Very High,11
Mousinho da Silveira,Male,15,Urban,Less or Equal to 3,Apart,5th to 9th grade,5th to 9th grade,other,Other,School Reputation,Mother,More than 10 hours,0,no,no,yes,yes,yes,no,no,Excellent,High,Very High,Low,Normal,Very High,8
Mousinho da Silveira,Male,15,Urban,Less or Equal to 3,Apart,5th to 9th grade,Primary,Services,Services,Course Preference,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Good,Normal,Normal,Very Low,Low,Very High,11
Mousinho da Silveira,Female,16,Rural,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Mother,5 to 10 hours,0,no,no,no,no,yes,no,yes,Good,Normal,Normal,Low,Low,Very High,2
Mousinho da Silveira,Female,16,Urban,Less or Equal to 3,Together,Higher,Primary,other,Other,Close to Home,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Very Bad,Low,High,Low,Low,Very Low,8
Mousinho da Silveira,Female,17,Urban,More than 3,Together,Secondary,5th to 9th grade,At Home,Other,Close to Home,Mother,Less than 2 hours,0,no,no,no,yes,yes,no,yes,Good,Normal,Normal,Low,Low,Very Low,5
Mousinho da Silveira,Female,17,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Other,Mother,2 to 5 hours,0,yes,yes,no,yes,yes,no,no,Excellent,Very Low,Normal,Very Low,Very Low,Very High,0
Mousinho da Silveira,Female,16,Urban,More than 3,Together,Higher,Higher,Teacher,Services,Course Preference,Mother,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,Excellent,Normal,Very High,Very Low,High,Very High,1
Mousinho da Silveira,Male,17,Rural,More than 3,Together,Higher,Higher,Health,Other,Course Preference,Father,Less than 2 hours,3,no,no,yes,yes,yes,yes,yes,Normal,Normal,Normal,Very Low,Normal,Very High,2
Mousinho da Silveira,Male,17,Rural,Less or Equal to 3,Together,Primary,Secondary,other,Other,Course Preference,Father,Less than 2 hours,0,no,no,yes,yes,yes,no,yes,Excellent,Very Low,Low,Normal,Normal,Very High,2
Mousinho da Silveira,Male,17,Urban,More than 3,Together,Secondary,Higher,Services,Other,Other,Mother,2 to 5 hours,1,no,no,yes,no,yes,yes,yes,Excellent,High,High,Normal,High,Very High,8
Mousinho da Silveira,Female,17,Urban,More than 3,Together,Higher,Higher,Health,Health,Course Preference,Father,2 to 5 hours,0,no,no,no,yes,yes,yes,no,Excellent,Low,Very High,Very Low,Very Low,Very High,0
Mousinho da Silveira,Male,16,Rural,Less or Equal to 3,Together,Higher,Primary,other,At Home,Other,Father,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Good,Very Low,Low,Low,Very Low,Low,0
Mousinho da Silveira,Female,17,Urban,More than 3,Apart,Primary,Primary,At Home,At Home,Other,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Good,Very High,Very High,Very Low,Low,Normal,2
