School,Sex,Age,Area Type,Reason,Study Time,Failed,Workday Alcohol Consumption,Weekly Alcohol Consumption,Health Status,# of Class Absent,FamilyInfoSK,StudentInfoSK
Gabriel Pereira,Male,18,Urban,Course Preference,5 to 10 hours,0,Low,Low,Normal,0,276,40
Gabriel Pereira,Male,17,Urban,School Reputation,Less than 2 hours,0,Normal,Very High,Very High,0,71,218
Gabriel Pereira,Male,17,Rural,Course Preference,Less than 2 hours,0,Very High,Very High,High,2,191,114
Gabriel Pereira,Female,17,Urban,Course Preference,5 to 10 hours,0,Very Low,Normal,High,0,200,23
Gabriel Pereira,Female,17,Urban,Course Preference,5 to 10 hours,0,Very Low,Low,High,4,30,148
Gabriel Pereira,Female,17,Urban,Course Preference,Less than 2 hours,0,Low,Very High,Very High,2,369,186
Gabriel Pereira,Male,18,Urban,Course Preference,More than 10 hours,0,Low,High,Very High,0,7,78
Gabriel Pereira,Male,19,Rural,Close to Home,Less than 2 hours,0,Low,Low,Very High,0,370,280
Gabriel Pereira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Low,2,40,325
Gabriel Pereira,Female,17,Rural,Course Preference,5 to 10 hours,0,Very Low,Very Low,Very High,0,277,198
Gabriel Pereira,Male,18,Urban,School Reputation,Less than 2 hours,0,Very Low,Low,Very High,6,73,61
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,High,8,278,80
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Very Low,Low,0,279,38
Gabriel Pereira,Female,18,Rural,Course Preference,More than 10 hours,0,Very Low,Very Low,High,6,40,54
Gabriel Pereira,Female,17,Urban,Course Preference,5 to 10 hours,0,Very Low,Normal,Very High,8,280,114
Gabriel Pereira,Female,17,Urban,Close to Home,2 to 5 hours,0,Low,Normal,Low,0,148,223
Gabriel Pereira,Female,18,Urban,Close to Home,More than 10 hours,0,Very Low,Very Low,Very Low,4,282,63
Gabriel Pereira,Female,17,Rural,Close to Home,2 to 5 hours,0,Low,Normal,Low,0,283,63
Gabriel Pereira,Male,18,Urban,Close to Home,2 to 5 hours,0,Low,Low,Low,0,285,40
Gabriel Pereira,Male,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Normal,Very High,6,286,107
Gabriel Pereira,Female,17,Urban,Close to Home,2 to 5 hours,0,Very Low,Low,High,18,287,222
Gabriel Pereira,Female,18,Urban,Course Preference,5 to 10 hours,0,Very Low,Low,Normal,0,288,63
Gabriel Pereira,Female,18,Urban,Other,5 to 10 hours,0,Low,Normal,Very Low,4,289,198
Gabriel Pereira,Male,18,Rural,Course Preference,5 to 10 hours,0,Very Low,Low,High,4,290,223
Gabriel Pereira,Male,18,Urban,Course Preference,5 to 10 hours,0,Low,Normal,Very High,0,14,290
Gabriel Pereira,Female,17,Urban,School Reputation,5 to 10 hours,0,Very Low,Normal,High,0,181,36
Gabriel Pereira,Female,17,Urban,Course Preference,2 to 5 hours,0,Low,Low,Very Low,10,371,146
Gabriel Pereira,Female,17,Urban,School Reputation,2 to 5 hours,0,Low,High,High,4,371,153
Gabriel Pereira,Female,19,Urban,Close to Home,Less than 2 hours,1,Normal,High,Very High,16,372,326
Gabriel Pereira,Female,17,Urban,Close to Home,Less than 2 hours,1,Very Low,Very Low,Normal,6,373,184
Gabriel Pereira,Female,20+,Urban,School Reputation,5 to 10 hours,2,Very Low,Very Low,Very High,0,374,50
Gabriel Pereira,Male,18,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,Normal,11,50,327
Gabriel Pereira,Male,18,Urban,School Reputation,2 to 5 hours,0,Very Low,High,Low,9,375,269
Gabriel Pereira,Female,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,High,0,349,80
Gabriel Pereira,Male,17,Urban,School Reputation,5 to 10 hours,0,Very Low,Low,High,2,255,277
Gabriel Pereira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,0,23,12
Gabriel Pereira,Male,20+,Rural,Course Preference,2 to 5 hours,2,Very High,Low,High,21,376,328
Gabriel Pereira,Female,20,Rural,School Reputation,5 to 10 hours,0,Very Low,Normal,Normal,8,377,103
Gabriel Pereira,Female,19,Urban,Close to Home,Less than 2 hours,1,High,High,Very High,5,378,311
Gabriel Pereira,Male,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Low,Very High,10,379,7
Gabriel Pereira,Female,18,Urban,School Reputation,5 to 10 hours,0,Very Low,Low,Low,5,380,329
Gabriel Pereira,Male,18,Rural,School Reputation,Less than 2 hours,0,High,Very High,High,13,76,330
Gabriel Pereira,Male,19,Urban,School Reputation,Less than 2 hours,0,Very Low,High,High,10,133,256
Gabriel Pereira,Female,18,Urban,School Reputation,2 to 5 hours,0,Very Low,Normal,High,10,381,322
Gabriel Pereira,Female,20,Urban,School Reputation,Less than 2 hours,1,Very Low,Very Low,Very High,5,382,331
Gabriel Pereira,Female,18,Urban,Close to Home,2 to 5 hours,0,Very Low,Low,Very Low,4,383,332
Mousinho da Silveira,Female,16,Urban,Other,Less than 2 hours,0,Very Low,Normal,Very High,11,384,227
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very High,0,27,23
Mousinho da Silveira,Female,15,Rural,Other,Less than 2 hours,1,Very Low,Very Low,Low,6,385,333
Mousinho da Silveira,Female,15,Rural,Course Preference,Less than 2 hours,0,Low,Normal,Very High,4,386,7
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Low,Very High,0,143,334
Mousinho da Silveira,Female,15,Rural,Close to Home,Less than 2 hours,0,Very Low,Very Low,Very Low,0,387,335
Mousinho da Silveira,Male,16,Rural,Close to Home,2 to 5 hours,0,Very Low,Normal,Low,5,388,243
Mousinho da Silveira,Male,16,Urban,Other,5 to 10 hours,0,Very Low,Very Low,Very High,0,389,336
Mousinho da Silveira,Female,17,Rural,Course Preference,2 to 5 hours,1,Very Low,Low,Very High,0,380,337
Mousinho da Silveira,Female,17,Rural,Other,Less than 2 hours,1,Low,Low,Very High,0,390,313
Mousinho da Silveira,Female,15,Rural,Course Preference,Less than 2 hours,0,Normal,Very High,Very High,0,391,338
Mousinho da Silveira,Female,16,Urban,School Reputation,More than 10 hours,0,Very Low,Very Low,Very Low,4,392,339
Mousinho da Silveira,Female,15,Rural,School Reputation,2 to 5 hours,0,Very Low,Low,High,0,298,69
Mousinho da Silveira,Female,15,Rural,Course Preference,Less than 2 hours,1,Very Low,Low,Low,4,393,198
Mousinho da Silveira,Female,16,Rural,Other,Less than 2 hours,0,Very Low,Low,Low,0,394,340
Mousinho da Silveira,Female,17,Rural,Course Preference,Less than 2 hours,0,Very Low,Normal,Normal,2,77,118
Mousinho da Silveira,Female,15,Rural,Course Preference,Less than 2 hours,0,Very Low,Very Low,High,0,146,341
Mousinho da Silveira,Male,16,Urban,Close to Home,2 to 5 hours,0,High,Very High,Normal,0,173,342
Mousinho da Silveira,Male,17,Urban,Close to Home,2 to 5 hours,0,Low,High,Very High,4,183,33
Mousinho da Silveira,Male,15,Rural,School Reputation,2 to 5 hours,0,Very Low,Low,Low,0,395,80
Mousinho da Silveira,Male,15,Rural,School Reputation,2 to 5 hours,0,Very Low,Low,Low,7,395,80
Mousinho da Silveira,Male,16,Rural,Other,2 to 5 hours,0,Very Low,Low,Very High,4,396,343
Mousinho da Silveira,Male,15,Rural,Course Preference,2 to 5 hours,0,Low,High,High,8,244,342
Mousinho da Silveira,Male,15,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,Very High,0,397,40
Mousinho da Silveira,Male,17,Rural,Other,Less than 2 hours,0,Very High,Very High,Normal,8,133,324
Mousinho da Silveira,Female,16,Rural,Course Preference,5 to 10 hours,0,Very Low,Very Low,High,6,30,249
Mousinho da Silveira,Female,15,Rural,Course Preference,Less than 2 hours,0,Very Low,Very Low,Very Low,3,398,316
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Low,Very Low,2,399,297
Mousinho da Silveira,Male,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very High,0,400,254
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,High,4,27,114
Mousinho da Silveira,Female,16,Urban,Course Preference,5 to 10 hours,1,Very Low,Low,High,0,401,243
Mousinho da Silveira,Female,16,Urban,Course Preference,5 to 10 hours,1,Very Low,Low,High,3,401,243
Mousinho da Silveira,Female,15,Urban,Close to Home,2 to 5 hours,0,Normal,Normal,Low,0,402,344
Mousinho da Silveira,Female,16,Urban,Course Preference,2 to 5 hours,0,Low,Very Low,Low,0,2,345
Mousinho da Silveira,Male,17,Rural,School Reputation,Less than 2 hours,0,Very High,Very High,Normal,4,403,18
Mousinho da Silveira,Female,16,Rural,Close to Home,More than 10 hours,0,Very Low,Very Low,Very Low,0,80,279
Mousinho da Silveira,Female,16,Rural,Other,5 to 10 hours,0,Very Low,Very Low,Very High,2,404,346
Mousinho da Silveira,Female,15,Rural,Close to Home,2 to 5 hours,0,Very Low,Very Low,Low,1,404,40
Mousinho da Silveira,Female,16,Rural,Other,Less than 2 hours,0,High,Normal,Low,0,121,249
Mousinho da Silveira,Female,15,Rural,Course Preference,2 to 5 hours,0,Very Low,Low,Low,0,405,274
Mousinho da Silveira,Female,15,Rural,Other,5 to 10 hours,0,Low,Low,Very High,2,206,346
Mousinho da Silveira,Male,16,Rural,Other,Less than 2 hours,0,Normal,High,Very High,6,406,54
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,1,Low,Normal,Very High,9,407,203
Mousinho da Silveira,Male,15,Urban,Close to Home,Less than 2 hours,0,Very Low,Normal,High,0,408,347
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Low,1,208,80
Mousinho da Silveira,Male,15,Urban,School Reputation,Less than 2 hours,0,Very Low,Low,High,1,409,254
Mousinho da Silveira,Male,16,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,0,108,348
Mousinho da Silveira,Female,15,Rural,School Reputation,2 to 5 hours,0,Very Low,Very Low,Very Low,4,164,349
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,1,Low,Normal,Very High,2,40,350
Mousinho da Silveira,Female,16,Rural,Close to Home,Less than 2 hours,0,Very Low,Very Low,High,0,206,351
Mousinho da Silveira,Male,16,Urban,Course Preference,Less than 2 hours,0,Low,Normal,High,4,410,35
Mousinho da Silveira,Male,15,Rural,School Reputation,Less than 2 hours,0,Normal,Very High,Normal,2,411,97
Mousinho da Silveira,Female,15,Urban,Course Preference,5 to 10 hours,0,Very Low,Very Low,High,0,352,65
Mousinho da Silveira,Female,16,Rural,Close to Home,Less than 2 hours,0,Very Low,Very Low,Very High,2,412,198
Mousinho da Silveira,Male,15,Urban,Course Preference,Less than 2 hours,0,Low,High,Normal,11,413,87
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,3,Very Low,Very Low,Very Low,0,406,346
Mousinho da Silveira,Female,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Very High,4,414,352
Mousinho da Silveira,Female,19,Urban,Course Preference,Less than 2 hours,1,Very Low,Very Low,Low,0,415,353
Mousinho da Silveira,Female,17,Rural,Course Preference,Less than 2 hours,0,Very Low,Very Low,Normal,2,416,354
Mousinho da Silveira,Female,15,Rural,Course Preference,Less than 2 hours,0,Very Low,Normal,High,0,243,355
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Low,Very Low,1,417,178
Mousinho da Silveira,Female,16,Urban,Close to Home,Less than 2 hours,0,Very Low,Low,Very Low,6,418,335
Mousinho da Silveira,Female,17,Rural,Course Preference,2 to 5 hours,0,Very Low,Low,High,0,40,43
Mousinho da Silveira,Female,16,Urban,Course Preference,Less than 2 hours,1,Very Low,High,Normal,1,354,356
Mousinho da Silveira,Female,18,Rural,Course Preference,5 to 10 hours,2,Very Low,Very Low,Low,6,419,357
Mousinho da Silveira,Female,19,Urban,Course Preference,5 to 10 hours,1,Very Low,Very Low,Normal,6,173,358
Mousinho da Silveira,Male,18,Rural,Close to Home,Less than 2 hours,1,Normal,High,High,0,183,359
Mousinho da Silveira,Female,18,Rural,Course Preference,Less than 2 hours,1,Very Low,Very Low,Low,4,420,360
Mousinho da Silveira,Female,19,Urban,Course Preference,2 to 5 hours,1,High,Very Low,Very Low,12,367,361
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Normal,2,421,276
Mousinho da Silveira,Female,17,Urban,Course Preference,Less than 2 hours,0,Normal,Very High,Very High,5,422,350
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Normal,Normal,0,423,362
Mousinho da Silveira,Female,16,Urban,School Reputation,Less than 2 hours,0,Very Low,Very Low,High,0,86,363
Mousinho da Silveira,Female,16,Rural,Close to Home,Less than 2 hours,0,Low,Low,High,2,424,203
Mousinho da Silveira,Male,17,Urban,Course Preference,More than 10 hours,1,Normal,High,Very High,0,425,364
Mousinho da Silveira,Female,16,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very Low,0,426,40
Mousinho da Silveira,Female,16,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,Very High,0,191,365
Mousinho da Silveira,Male,17,Urban,Course Preference,Less than 2 hours,1,Very High,Very High,Very Low,12,427,366
Mousinho da Silveira,Male,16,Urban,Course Preference,Less than 2 hours,0,Very Low,Very High,Very High,8,428,162
Mousinho da Silveira,Male,17,Rural,Other,More than 10 hours,1,Normal,Very High,Normal,2,429,367
Mousinho da Silveira,Female,16,Urban,Course Preference,More than 10 hours,0,Very Low,Very Low,Very High,0,430,368
Mousinho da Silveira,Female,19,Urban,Close to Home,5 to 10 hours,0,Very Low,Very Low,Very Low,0,24,290
Mousinho da Silveira,Female,17,Rural,School Reputation,Less than 2 hours,0,Very Low,Low,Very High,0,121,369
Mousinho da Silveira,Female,20,Urban,Other,2 to 5 hours,1,Low,High,Normal,8,431,146
Mousinho da Silveira,Female,17,Urban,Course Preference,5 to 10 hours,0,Very Low,Very Low,Normal,0,432,106
Mousinho da Silveira,Male,17,Rural,Course Preference,Less than 2 hours,1,Very Low,Low,Very High,0,27,197
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very Low,0,433,243
Mousinho da Silveira,Female,17,Rural,School Reputation,2 to 5 hours,0,Very Low,Very Low,Very Low,0,73,65
Mousinho da Silveira,Female,17,Urban,Other,2 to 5 hours,0,Very Low,Very Low,High,1,434,290
Mousinho da Silveira,Female,18,Rural,Other,2 to 5 hours,1,Very Low,Very Low,Very High,9,121,223
Mousinho da Silveira,Female,16,Urban,Course Preference,Less than 2 hours,0,Very Low,Normal,Very Low,0,435,251
Mousinho da Silveira,Female,16,Urban,Course Preference,Less than 2 hours,0,Very Low,High,Normal,2,436,330
Mousinho da Silveira,Female,18,Urban,School Reputation,2 to 5 hours,0,Very Low,High,Normal,8,437,370
Mousinho da Silveira,Female,16,Rural,School Reputation,2 to 5 hours,0,Low,Normal,Low,0,438,38
Mousinho da Silveira,Female,16,Rural,School Reputation,Less than 2 hours,0,Very Low,High,Low,0,439,285
Mousinho da Silveira,Female,18,Urban,School Reputation,2 to 5 hours,1,Very Low,Normal,Very Low,8,440,115
Mousinho da Silveira,Male,16,Rural,School Reputation,2 to 5 hours,0,Very Low,Very Low,Low,0,426,371
Mousinho da Silveira,Female,16,Urban,Other,2 to 5 hours,0,Very Low,Normal,Very High,6,3,115
Mousinho da Silveira,Female,16,Rural,Other,2 to 5 hours,0,Very Low,Very Low,Low,0,441,40
Mousinho da Silveira,Female,16,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Normal,4,155,329
Mousinho da Silveira,Male,18,Urban,Close to Home,More than 10 hours,0,Very High,Very High,Very High,2,442,372
Mousinho da Silveira,Female,16,Rural,Other,2 to 5 hours,0,Very Low,Very Low,Low,2,443,373
Mousinho da Silveira,Male,17,Urban,Close to Home,5 to 10 hours,0,Very Low,Low,Very High,0,444,69
Mousinho da Silveira,Female,17,Rural,Other,Less than 2 hours,0,Very Low,Low,Very High,1,445,260
Mousinho da Silveira,Male,16,Urban,Other,5 to 10 hours,0,Low,Low,Normal,0,79,76
Mousinho da Silveira,Female,17,Rural,Other,Less than 2 hours,0,Very Low,Low,Very High,5,318,374
Mousinho da Silveira,Female,16,Urban,Other,Less than 2 hours,0,Very Low,Low,Very High,1,446,76
Mousinho da Silveira,Male,17,Urban,Close to Home,Less than 2 hours,0,Very High,Very High,Normal,8,167,375
Mousinho da Silveira,Male,17,Urban,Other,2 to 5 hours,0,Normal,Normal,Very Low,0,173,376
Mousinho da Silveira,Male,16,Urban,Other,2 to 5 hours,0,Very Low,High,Very High,2,447,377
Mousinho da Silveira,Female,16,Urban,Other,2 to 5 hours,0,Very Low,Very Low,Normal,0,448,103
Mousinho da Silveira,Male,16,Urban,Other,Less than 2 hours,0,Low,Very High,Very High,0,449,378
Mousinho da Silveira,Male,15,Rural,Course Preference,2 to 5 hours,0,Very Low,Normal,Very High,11,398,379
Mousinho da Silveira,Male,15,Urban,School Reputation,More than 10 hours,0,Low,Normal,Very High,8,450,380
Mousinho da Silveira,Male,15,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,Very High,11,451,40
Mousinho da Silveira,Female,16,Rural,Course Preference,5 to 10 hours,0,Low,Low,Very High,2,7,381
Mousinho da Silveira,Female,16,Urban,Close to Home,2 to 5 hours,0,Low,Low,Very Low,8,452,97
Mousinho da Silveira,Female,17,Urban,Close to Home,Less than 2 hours,0,Low,Low,Very Low,5,453,106
Mousinho da Silveira,Female,17,Rural,Other,2 to 5 hours,0,Very Low,Very Low,Very High,0,73,382
Mousinho da Silveira,Female,16,Urban,Course Preference,5 to 10 hours,0,Very Low,High,Very High,1,200,289
Mousinho da Silveira,Male,17,Rural,Course Preference,Less than 2 hours,3,Very Low,Normal,Very High,2,454,107
Mousinho da Silveira,Male,17,Rural,Course Preference,Less than 2 hours,0,Normal,Normal,Very High,2,455,383
Mousinho da Silveira,Male,17,Urban,Other,2 to 5 hours,1,Normal,High,Very High,8,456,384
Mousinho da Silveira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very High,0,22,323
Mousinho da Silveira,Male,16,Rural,Other,Less than 2 hours,0,Low,Very Low,Low,0,457,378
Mousinho da Silveira,Female,17,Urban,Other,2 to 5 hours,0,Very Low,Low,Normal,2,458,173
Mousinho da Silveira,Female,17,Rural,Course Preference,2 to 5 hours,0,Low,Normal,Very High,0,257,179
Mousinho da Silveira,Male,16,Urban,Course Preference,2 to 5 hours,0,Low,Low,Very High,0,459,212
Mousinho da Silveira,Male,17,Urban,Other,2 to 5 hours,0,Low,Low,Very Low,0,460,385
Mousinho da Silveira,Male,19,Urban,Other,2 to 5 hours,2,Normal,High,High,2,183,359
Mousinho da Silveira,Male,17,Urban,Close to Home,Less than 2 hours,0,Very Low,Very Low,Very High,4,461,386
Mousinho da Silveira,Female,17,Rural,Course Preference,Less than 2 hours,0,Low,Low,High,3,462,372
Mousinho da Silveira,Female,16,Rural,Close to Home,5 to 10 hours,0,Very Low,Very Low,Normal,5,400,64
Mousinho da Silveira,Male,16,Rural,Course Preference,Less than 2 hours,0,Low,High,Very High,4,463,387
Mousinho da Silveira,Female,17,Rural,Course Preference,2 to 5 hours,3,Very Low,Very Low,Very High,2,70,384
Mousinho da Silveira,Male,17,Rural,Course Preference,Less than 2 hours,0,Normal,Very High,Very High,0,73,324
Mousinho da Silveira,Male,18,Rural,Course Preference,Less than 2 hours,1,Very Low,Very Low,High,0,464,388
Mousinho da Silveira,Male,17,Rural,Course Preference,Less than 2 hours,0,Very Low,Normal,Low,0,316,389
Mousinho da Silveira,Male,18,Urban,Course Preference,2 to 5 hours,0,Very Low,High,Very High,6,343,390
Mousinho da Silveira,Female,16,Rural,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very Low,0,465,237
Mousinho da Silveira,Male,17,Urban,Course Preference,Less than 2 hours,1,Low,Normal,Very High,0,466,391
Mousinho da Silveira,Male,16,Rural,Course Preference,Less than 2 hours,0,Low,Normal,Very High,2,467,118
Mousinho da Silveira,Male,16,Rural,Course Preference,Less than 2 hours,0,Low,High,Very High,0,3,18
Mousinho da Silveira,Male,18,Rural,Course Preference,Less than 2 hours,1,Low,Normal,Very High,2,468,227
Mousinho da Silveira,Male,18,Rural,Course Preference,Less than 2 hours,1,Low,Low,Very High,0,469,392
Mousinho da Silveira,Male,19,Urban,Course Preference,Less than 2 hours,3,Very Low,Very Low,Normal,4,470,393
Mousinho da Silveira,Male,18,Urban,Course Preference,2 to 5 hours,2,Very Low,Normal,Normal,9,471,362
Mousinho da Silveira,Male,16,Rural,Course Preference,Less than 2 hours,0,Low,High,High,6,184,36
Mousinho da Silveira,Male,19,Urban,Course Preference,Less than 2 hours,3,Very Low,Normal,Very High,4,472,295
Mousinho da Silveira,Female,16,Urban,Course Preference,2 to 5 hours,2,Very Low,Very Low,Very Low,8,473,394
Mousinho da Silveira,Female,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,Very High,9,474,65
Mousinho da Silveira,Male,20,Rural,Course Preference,Less than 2 hours,1,Low,High,High,12,294,395
Mousinho da Silveira,Female,18,Rural,Course Preference,Less than 2 hours,0,Normal,High,Low,8,272,7
Mousinho da Silveira,Male,18,Rural,Course Preference,Less than 2 hours,0,Very High,Very High,Very High,8,291,225
Mousinho da Silveira,Male,19,Rural,Close to Home,2 to 5 hours,1,Normal,Normal,Low,8,292,7
Mousinho da Silveira,Male,17,Urban,Course Preference,2 to 5 hours,1,Low,Normal,Normal,4,250,297
Mousinho da Silveira,Male,18,Urban,Course Preference,Less than 2 hours,0,Low,Normal,Normal,0,293,227
Mousinho da Silveira,Male,19,Rural,Close to Home,Less than 2 hours,1,Normal,Normal,Very High,4,294,7
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,2,Very Low,Very Low,Very High,2,475,254
Mousinho da Silveira,Female,19,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Very High,0,476,396
Mousinho da Silveira,Female,18,Rural,Other,Less than 2 hours,1,Very Low,Very Low,Normal,0,73,397
Mousinho da Silveira,Female,17,Rural,Course Preference,Less than 2 hours,0,Very Low,Very Low,Very High,0,477,69
Mousinho da Silveira,Female,17,Rural,Course Preference,5 to 10 hours,0,Low,Low,Normal,5,478,398
Mousinho da Silveira,Female,17,Urban,Close to Home,2 to 5 hours,0,Very Low,Normal,Very High,0,89,266
Mousinho da Silveira,Female,18,Rural,Course Preference,2 to 5 hours,1,Very Low,Low,High,3,479,40
Mousinho da Silveira,Female,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Very High,0,480,216
Mousinho da Silveira,Female,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,Normal,0,481,399
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,2,Low,Low,Very High,3,69,120
Mousinho da Silveira,Female,18,Urban,School Reputation,2 to 5 hours,0,Very Low,Very Low,Very Low,2,482,218
Mousinho da Silveira,Female,17,Urban,Course Preference,Less than 2 hours,0,Very Low,Very Low,High,0,167,69
Mousinho da Silveira,Female,18,Urban,School Reputation,2 to 5 hours,0,Very Low,Low,High,0,483,69
Mousinho da Silveira,Female,18,Urban,School Reputation,2 to 5 hours,0,Very Low,Low,Very Low,0,30,218
Mousinho da Silveira,Male,18,Urban,School Reputation,Less than 2 hours,0,Very Low,Very Low,Very High,3,189,285
Mousinho da Silveira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,High,0,257,63
Mousinho da Silveira,Female,18,Rural,Course Preference,2 to 5 hours,1,Very Low,Very Low,High,0,40,275
Mousinho da Silveira,Male,18,Urban,Close to Home,Less than 2 hours,0,Very High,Very High,Very Low,8,484,400
Mousinho da Silveira,Male,18,Rural,Other,Less than 2 hours,0,Very Low,Very Low,Very Low,5,485,189
Mousinho da Silveira,Male,17,Rural,Other,Less than 2 hours,0,Normal,High,High,4,134,401
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Low,4,466,293
Mousinho da Silveira,Female,18,Urban,Course Preference,5 to 10 hours,0,Very Low,High,Normal,0,486,290
Mousinho da Silveira,Female,18,Rural,School Reputation,2 to 5 hours,0,Very Low,Very Low,Very High,0,487,315
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,1,Very Low,Low,Low,2,385,402
Mousinho da Silveira,Female,19,Urban,Other,Less than 2 hours,1,Low,Normal,Low,0,488,403
Mousinho da Silveira,Female,17,Urban,Course Preference,More than 10 hours,0,Normal,Very Low,Very High,0,489,260
Mousinho da Silveira,Female,17,Rural,School Reputation,2 to 5 hours,0,Very Low,Low,Low,5,490,107
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Low,Normal,2,491,230
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,High,0,492,404
Mousinho da Silveira,Female,19,Rural,Course Preference,2 to 5 hours,3,Very Low,High,Very Low,0,493,405
Mousinho da Silveira,Female,18,Rural,Close to Home,5 to 10 hours,0,Very Low,Very Low,High,5,191,406
Mousinho da Silveira,Male,17,Rural,Close to Home,2 to 5 hours,1,Very Low,Normal,Low,4,87,228
Mousinho da Silveira,Female,18,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very High,0,295,229
Mousinho da Silveira,Female,17,Rural,Other,2 to 5 hours,0,Very Low,Low,Very High,2,285,13
Mousinho da Silveira,Female,17,Urban,School Reputation,2 to 5 hours,0,Very Low,Low,Very High,0,296,230
Mousinho da Silveira,Male,18,Urban,Close to Home,Less than 2 hours,0,Very Low,Low,Normal,2,297,231
Mousinho da Silveira,Female,18,Urban,Course Preference,5 to 10 hours,0,Very Low,Very Low,High,0,298,115
Mousinho da Silveira,Female,18,Rural,Course Preference,2 to 5 hours,0,Very Low,High,Very High,0,483,229
Mousinho da Silveira,Female,18,Urban,Other,2 to 5 hours,0,Very Low,Normal,Normal,6,167,223
Mousinho da Silveira,Female,17,Urban,Course Preference,2 to 5 hours,0,Very Low,Very Low,Very Low,4,300,146
Mousinho da Silveira,Female,17,Rural,Course Preference,2 to 5 hours,0,Very Low,Low,Normal,0,301,127
Mousinho da Silveira,Male,18,Rural,Course Preference,2 to 5 hours,0,Low,High,Normal,0,302,233
Mousinho da Silveira,Male,18,Urban,Other,5 to 10 hours,0,Low,Low,Very High,0,303,103
Mousinho da Silveira,Female,17,Rural,School Reputation,Less than 2 hours,1,Very Low,Low,Very Low,0,304,406
Mousinho da Silveira,Female,18,Urban,Course Preference,Less than 2 hours,0,Very Low,Low,High,0,305,260
Mousinho da Silveira,Female,18,Rural,Other,2 to 5 hours,0,High,Low,Very High,0,306,377
Mousinho da Silveira,Male,18,Rural,Other,Less than 2 hours,0,Low,Normal,Normal,3,308,328
Mousinho da Silveira,Female,17,Urban,Close to Home,5 to 10 hours,0,Very Low,Very Low,Normal,8,309,237
Mousinho da Silveira,Female,17,Rural,Course Preference,Less than 2 hours,0,Very Low,Normal,Very Low,4,310,18
Mousinho da Silveira,Female,18,Rural,School Reputation,5 to 10 hours,0,Very Low,Very Low,Very Low,0,311,7
Mousinho da Silveira,Female,18,Rural,Close to Home,5 to 10 hours,0,Very Low,Low,High,4,183,115
Mousinho da Silveira,Female,19,Rural,Course Preference,2 to 5 hours,1,Very Low,Very Low,Normal,4,494,177
Mousinho da Silveira,Female,18,Rural,Course Preference,2 to 5 hours,0,Normal,High,Low,1,313,35
